Chr,Start,End,Rep.TSS,Strand,Location,GeneID,TranscriptID
KhL20,19932,20033,19990,-,TSS,KH.L20.50,KH.L20.50.v1.A.nonSL2-1
KhC5,3969470,3969470,3969470,-,intergenic,KH.C5.154,KH.C5.154.v1.A.ND1-1
KhC1,4057071,4057096,4057096,-,intergenic,KH.C1.591,KH.C1.591.v1.A.ND1-1
KhC1,7750279,7750294,7750284,-,TSS,KH.C1.452,KH.C1.452.v1.A.nonSL3-1
KhC14,4009064,4009067,4009064,+,TSS,KH.C14.490,KH.C14.490.v1.A.ND1-1
KhL31,10937,11081,10968,+,intergenic,KH.L31.5,KH.L31.5.v1.A.ND1-1
KhS432,20218,20270,20258,+,TSS,KH.S432.4,KH.S432.4.v1.A.nonSL2-1
KhC8,5186584,5186598,5186584,+,intergenic,KH.C8.11,KH.C8.11.v1.A.ND1-1
KhS1440,5412,5415,5412,+,TSS,KH.S1440.1,KH.S1440.1.v1.A.nonSL2-1
KhL87,103520,103528,103520,+,intergenic,KH.L87.44,KH.L87.44.v1.A.ND1-1
KhC11,817492,817492,817492,-,intergenic,KH.C11.146,KH.C11.146.v1.A.ND2-1
KhC1,3503307,3503348,3503329,+,intergenic,KH.C1.1135,KH.C1.1135.v1.A.ND1-1
KhC1,422339,422439,422370,-,TSS,KH.C1.1216,KH.C1.1216.v1.A.nonSL13-1
KhL164,26837,26838,26837,-,intergenic,KH.L164.11,KH.L164.11.v1.A.ND1-1
KhC12,5260598,5260642,5260619,+,TSS,KH.C12.545,KH.C12.545.v1.A.nonSL4-1
KhL87,288838,288870,288870,+,intron,KH.L87.26,KH.L87.26.v1.A.ND1-1
KhL141,77187,77277,77228,+,intergenic,KH.L141.48,KH.L141.48.v1.A.ND1-1
KhC7,1377019,1377038,1377034,+,TSS,KH.C7.381,KH.C7.381.v1.A.nonSL2-1
KhL135,49759,49822,49794,+,TSS,KH.L135.2,KH.L135.2.v2.A.nonSL5-2
KhL84,53393,53437,53402,+,TSS,KH.L84.21,KH.L84.21.v2.A.ND2-1
KhL24,49841,49852,49852,-,intergenic,KH.L24.35,KH.L24.35.v1.A.ND1-1
KhC7,1117304,1117318,1117305,-,TSS,KH.C7.633,KH.C7.633.v1.A.ND1-1
KhL65,154666,154685,154672,-,TSS,KH.L65.18,KH.L65.18.v1.A.nonSL5-1
KhC2,2111789,2111854,2111850,-,TSS,KH.C2.35,KH.C2.35.v1.A.nonSL2-1
KhC4,111286,111286,111286,+,TSS,KH.C4.182,KH.C4.182.v1.A.nonSL4-1
KhL95,6922,6941,6941,-,TSS,KH.L95.5,KH.L95.5.v1.A.nonSL1-1
KhL149,132863,132863,132863,+,TSS,KH.L149.21,KH.L149.21.v1.A.nonSL10-1
KhL5,115420,115491,115472,-,TSS,KH.L5.20,KH.L5.20.v1.A.nonSL1-1
KhC5,4768747,4768767,4768767,+,intergenic,KH.C5.654,KH.C5.654.v1.A.ND1-1
KhC10,4395621,4395621,4395621,+,intergenic,KH.C10.107,KH.C10.107.v1.A.nonSL3-1
KhL106,57259,57274,57259,+,5UTR,KH.L106.2,KH.L106.2.v3.A.SL3-1
KhS391,32375,32375,32375,-,TSS,KH.S391.6,KH.S391.6.v1.A.nonSL2-1
KhC11,2226570,2226629,2226587,-,TSS,KH.C11.179,KH.C11.179.v1.C.ND1-1
KhC10,258839,258848,258839,-,TSS,KH.C10.145,KH.C10.145.v1.A.nonSL6-1
KhC14,2137850,2137850,2137850,-,intergenic,KH.C14.211,KH.C14.211.v1.A.nonSL4-1
KhL116,740774,740820,740795,+,TSS,KH.L116.5,KH.L116.5.v1.A.nonSL6-1
KhC6,356594,356596,356594,+,TSS,KH.C6.244,KH.C6.244.v1.A.nonSL2-1
KhC7,3583210,3583210,3583210,-,intergenic,KH.C7.182,KH.C7.182.v1.B.ND1-1
KhC9,6064101,6064144,6064131,+,5UTR,KH.C9.56,KH.C9.56.v1.A.SL1-1
KhS779,23076,23076,23076,+,intergenic,KH.S779.3,KH.S779.3.v1.C.ND1-1
KhL18,909751,909755,909754,-,intron,KH.L18.139,KH.L18.139.v1.A.nonSL3-1
KhC10,4541500,4541503,4541503,-,TSS,KH.C10.493,KH.C10.493.v1.A.nonSL3-1
KhC2,1690228,1690229,1690228,-,intergenic,KH.C2.395,KH.C2.395.v1.A.ND1-1
KhS1136,4132,4152,4132,-,TSS,KH.S1136.6,KH.S1136.6.v1.A.nonSL4-1
KhL36,10332,10459,10456,+,intergenic,KH.L36.6,KH.L36.6.v1.A.nonSL2-1
KhC2,1414014,1414044,1414044,-,TSS,KH.C2.667,KH.C2.667.v1.A.nonSL5-1
KhC4,342235,342263,342243,-,TSS,KH.C4.764,KH.C4.764.v1.A.ND1-1
KhC9,6535384,6535444,6535428,+,TSS,KH.C9.344,KH.C9.344.v1.A.nonSL5-1
KhC1,5066341,5066367,5066363,+,TSS,KH.C1.634,KH.C1.634.v1.A.nonSL5-1
KhS775,23453,23453,23453,+,TSS,KH.S775.4,KH.S775.4.v1.A.nonSL3-1
KhC2,472054,472116,472083,+,TSS,KH.C2.904,KH.C2.904.v1.A.nonSL4-1
KhS2161,4050,4050,4050,+,intergenic,No_transcripts,No_transcripts
KhC11,4911758,4911802,4911800,-,TSS,KH.C11.595,KH.C11.595.v1.A.ND1-1
KhL170,136912,136971,136940,+,TSS,KH.L170.41,KH.L170.41.v1.C.nonSL3-1
KhL92,87221,87223,87221,+,TSS,KH.L92.4,KH.L92.4.v1.A.nonSL5-1
KhL170,46804,46823,46823,-,TSS,KH.L170.80,KH.L170.80.v1.A.ND1-1
KhC13,1772923,1773032,1772923,-,TSS,KH.C13.33,KH.C13.33.v1.A.nonSL5-1
KhC1,6198816,6198925,6198857,+,intergenic,KH.C1.665,KH.C1.665.v1.A.ND1-1
KhS2334,1771,1816,1798,-,intergenic,No_transcripts,No_transcripts
KhL141,126092,126106,126092,+,intergenic,KH.L141.50,KH.L141.50.v1.A.ND1-1
KhC10,498322,498325,498322,+,TSS,KH.C10.90,KH.C10.90.v2.A.nonSL3-1
KhC8,2917728,2917749,2917731,-,TSS,KH.C8.708,KH.C8.708.v1.A.nonSL11-1
KhC10,2600519,2600586,2600567,-,TSS,KH.C10.346,KH.C10.346.v1.A.nonSL4-1
KhC9,6562833,6562936,6562864,-,TSS,KH.C9.304,KH.C9.304.v1.A.nonSL3-1
KhS390,52384,52420,52415,+,TSS,KH.S390.1,KH.S390.1.v2.A.nonSL11-1
KhC9,4047178,4047231,4047215,-,TSS,KH.C9.8,KH.C9.8.v1.A.ND1-1
KhL116,229478,229483,229478,-,TSS,KH.L116.84,KH.L116.84.v1.A.nonSL3-1
KhC8,4374477,4374497,4374495,+,intergenic,KH.C8.384,KH.C8.384.v1.A.ND2-1
KhL34,174728,174860,174782,+,TSS,KH.L34.25,KH.L34.25.v1.A.nonSL2-1
KhC14,3218162,3218179,3218179,+,TSS,KH.C14.7,KH.C14.7.v2.A.nonSL8-1
KhL4,95873,95911,95910,+,TSS,KH.L4.23,KH.L4.23.v1.A.nonSL1-1
KhC9,3591390,3591492,3591489,-,TSS,KH.C9.606,KH.C9.606.v1.A.nonSL14-1
KhL116,208617,208681,208628,+,intergenic,KH.L116.62,KH.L116.62.v1.A.nonSL4-1
KhC12,4407066,4407124,4407096,-,TSS,KH.C12.221,KH.C12.221.v1.C.nonSL26-1
KhL124,90139,90140,90139,-,TSS,KH.L124.8,KH.L124.8.v1.A.nonSL4-1
KhC1,944690,944694,944694,-,intron,KH.C1.240,KH.C1.240.v1.A.SL3-1
KhC1,9040484,9040515,9040499,-,TSS,KH.C1.299,KH.C1.299.v1.A.nonSL2-1
KhC8,5213371,5213376,5213376,+,TSS,KH.C8.739,KH.C8.739.v1.A.nonSL3-1
KhS425,23548,23548,23548,-,TSS,KH.S425.9,KH.S425.9.v1.A.nonSL4-1
KhC1,701848,701871,701867,-,TSS,KH.C1.1039,KH.C1.1039.v1.A.nonSL13-1
KhC7,5565369,5565397,5565394,-,TSS,KH.C7.314,KH.C7.314.v1.A.nonSL7-1
KhL152,152593,152665,152623,-,TSS,KH.L152.8,KH.L152.8.v2.A.nonSL11-1
KhC9,1637627,1637627,1637627,-,5UTR,KH.C9.497,KH.C9.497.v1.B.SL4-1
KhL18,751005,751054,751025,+,TSS,KH.L18.75,KH.L18.75.v1.A.nonSL4-2
KhC2,2758222,2758222,2758222,+,intron,KH.C2.150,KH.C2.150.v2.A.SL3-1
KhS2820,1648,1698,1656,-,TSS,KH.S2820.2,KH.S2820.2.v1.A.nonSL3-1
KhC3,105084,105100,105096,+,5UTR,KH.C3.753,KH.C3.753.v1.C.SL1-1
KhC4,418445,418463,418450,+,intergenic,KH.C4.49,KH.C4.49.v1.A.nonSL5-1
KhC2,3671251,3671326,3671269,+,TSS,KH.C2.764,KH.C2.764.v1.B.ND1-1
KhS781,14826,15110,14853,-,TSS,KH.S781.4,KH.S781.4.v1.A.nonSL3-1
KhC2,4229701,4229761,4229744,-,TSS,KH.C2.582,KH.C2.582.v1.A.nonSL3-1
KhC9,1738425,1738452,1738435,-,TSS,KH.C9.458,KH.C9.458.v2.C.nonSL5-1
KhL134,180769,180771,180769,+,intergenic,KH.L134.5,KH.L134.5.v1.A.nonSL8-1
KhS1034,7430,7430,7430,+,intergenic,No_transcripts,No_transcripts
KhS256,101142,101176,101159,-,intergenic,KH.S256.14,KH.S256.14.v1.A.ND1-1
KhC12,4156545,4156626,4156575,-,intergenic,KH.C12.35,KH.C12.35.v1.A.nonSL3-1
KhC8,1817712,1817773,1817753,-,TSS,KH.C8.413,KH.C8.413.v1.A.nonSL5-1
KhC9,5681612,5681648,5681619,-,TSS,KH.C9.816,KH.C9.816.v1.A.nonSL6-1
KhS1005,1537,1539,1537,-,intergenic,No_transcripts,No_transcripts
KhC1,9464261,9464361,9464324,+,intergenic,KH.C1.1163,KH.C1.1163.v1.A.ND1-1
KhC8,1746884,1746937,1746884,-,TSS,KH.C8.478,KH.C8.478.v1.A.nonSL9-1
KhL116,732210,732224,732224,+,intergenic,KH.L116.5,KH.L116.5.v1.A.ND2-1
KhC7,4625143,4625253,4625195,-,TSS,KH.C7.165,KH.C7.165.v1.A.nonSL2-1
KhC2,3177966,3177970,3177966,-,TSS,KH.C2.1042,KH.C2.1042.v1.A.ND1-1
KhC3,5427527,5427528,5427528,-,intron,KH.C3.909,KH.C3.909.v1.A.SL2-1
KhC2,629036,629079,629046,+,intergenic,KH.C2.580,KH.C2.580.v1.A.ND1-1
KhC7,2606225,2606273,2606273,-,intron,KH.C7.94,KH.C7.94.v2.A.SL12-1
KhC1,6511167,6511180,6511178,-,TSS,KH.C1.760,KH.C1.760.v1.A.nonSL4-2
KhC2,2532648,2532648,2532648,+,TSS,KH.C2.14,KH.C2.14.v1.A.ND1-1
KhC14,2835607,2835646,2835617,-,TAS,KH.C14.345,KH.C14.345.v3.A.SL3-1
KhC6,1576636,1576698,1576657,+,intron,KH.C6.295,KH.C6.295.v1.A.SL2-1
KhL87,357871,357871,357871,-,intergenic,KH.L87.17,KH.L87.17.v1.C.ND1-1
KhC9,5786870,5786875,5786870,+,5UTR,KH.C9.281,KH.C9.281.v2.A.SL3-1
KhL84,195443,195443,195443,+,5UTR,KH.L84.8,KH.L84.8.v3.B.nonSL4-1
KhL89,20744,20753,20751,-,intergenic,KH.L89.3,KH.L89.3.v1.A.nonSL3-1
KhC4,2356840,2356840,2356840,-,TSS,KH.C4.62,KH.C4.62.v1.A.ND1-1
KhC3,1729405,1729516,1729453,+,TSS,KH.C3.748,KH.C3.748.v1.A.nonSL6-1
KhL44,84987,85010,85002,+,TSS,KH.L44.10,KH.L44.10.v1.A.nonSL7-1
KhL65,231802,231959,231831,-,intergenic,KH.L65.28,KH.L65.28.v1.A.nonSL4-1
KhL34,238113,238302,238269,+,intron,KH.L34.21,KH.L34.21.v1.A.ND1-1
KhC7,3363823,3363883,3363878,-,intron,KH.C7.188,KH.C7.188.v3.A.SL3-1
KhC11,3834252,3834268,3834259,-,intergenic,KH.C11.465,KH.C11.465.v1.C.ND1-1
KhC12,154344,154371,154352,+,intergenic,KH.C12.537,KH.C12.537.v1.A.ND1-1
KhC10,1473764,1473806,1473806,+,TSS,KH.C10.604,KH.C10.604.v2.B.nonSL3-1
KhS787,8065,8092,8078,+,TSS,KH.S787.3,KH.S787.3.v1.A.ND1-1
KhC2,4411142,4411143,4411142,-,TSS,KH.C2.703,KH.C2.703.v1.A.nonSL3-1
KhC12,822109,822162,822155,-,TSS,KH.C12.267,KH.C12.267.v1.A.nonSL3-1
KhC2,6118954,6118997,6118961,-,TSS,KH.C2.287,KH.C2.287.v1.A.ND2-1
KhL43,14521,14552,14524,+,intergenic,KH.L43.2,KH.L43.2.v1.A.ND1-1
KhS1577,9180,9195,9183,-,TSS,KH.S1577.1,KH.S1577.1.v1.A.nonSL4-1
KhS735,8200,8200,8200,-,intergenic,KH.S735.5,KH.S735.5.v1.A.ND1-1
KhC8,332796,332905,332871,-,TSS,KH.C8.174,KH.C8.174.v1.A.nonSL3-1
KhC1,3240864,3240903,3240891,+,intergenic,KH.C1.954,KH.C1.954.v1.A.ND1-1
KhL5,20535,20605,20535,-,TSS,KH.L5.6,KH.L5.6.v1.A.nonSL8-1
KhC1,7869007,7869021,7869015,+,TSS,KH.C1.1022,KH.C1.1022.v1.A.nonSL2-1
KhC5,3134048,3134048,3134048,-,TSS,KH.C5.406,KH.C5.406.v1.A.nonSL2-1
KhC7,833560,833596,833575,-,TSS,KH.C7.365,KH.C7.365.v1.A.nonSL11-1
KhC5,2536338,2536369,2536361,-,TAS,KH.C5.234,KH.C5.234.v3.A.SL3-1
KhL34,211302,211304,211304,+,intron,KH.L34.13,KH.L34.13.v2.A.SL1-1
KhC14,982314,982331,982323,+,intron,KH.C14.514,KH.C14.514.v1.A.ND1-1
KhC11,977235,977235,977235,+,TSS,KH.C11.268,KH.C11.268.v1.A.nonSL3-1
KhC11,1473741,1473741,1473741,+,intergenic,KH.C11.251,KH.C11.251.v1.A.nonSL3-1
KhL9,166475,166491,166477,+,TSS,KH.L9.2,KH.L9.2.v1.A.nonSL4-1
KhC2,5853374,5853375,5853375,+,TSS,KH.C2.196,KH.C2.196.v1.A.ND1-1
KhC2,5773383,5773393,5773393,+,intergenic,KH.C2.957,KH.C2.957.v1.A.nonSL1-1
KhL37,32179,32215,32206,-,5UTR,KH.L37.5,KH.L37.5.v3.A.SL4-1
KhL136,14437,14437,14437,+,TSS,KH.L136.4,KH.L136.4.v1.A.nonSL2-1
KhC7,3181328,3181329,3181329,+,TSS,KH.C7.471,KH.C7.471.v1.A.nonSL1-1
KhC3,2021131,2021192,2021155,+,TSS,KH.C3.872,KH.C3.872.v1.C.nonSL2-1
KhC1,5457654,5457714,5457684,-,intron,KH.C1.652,KH.C1.652.v2.A.SL1-1
KhS164,79563,79680,79637,+,TSS,KH.S164.8,KH.S164.8.v2.A.nonSL10-2
KhL13,284147,284204,284178,-,TSS,KH.L13.27,KH.L13.27.v1.A.nonSL27-1
KhC12,2909346,2909358,2909347,-,TSS,KH.C12.279,KH.C12.279.v1.A.nonSL3-1
KhC12,1755853,1755853,1755853,-,TSS,KH.C12.77,KH.C12.77.v1.A.nonSL2-1
KhS1029,7116,7172,7169,-,TSS,KH.S1029.2,KH.S1029.2.v1.B.nonSL4-1
KhC1,8011484,8011561,8011561,+,TSS,KH.C1.669,KH.C1.669.v4.A.nonSL7-1
KhC4,2299449,2299533,2299526,-,TSS,KH.C4.568,KH.C4.568.v1.A.nonSL2-1
KhC12,588751,588810,588810,-,TSS,KH.C12.434,KH.C12.434.v1.A.nonSL3-1
KhC8,5053510,5053555,5053530,-,TSS,KH.C8.711,KH.C8.711.v1.A.ND1-1
KhC5,3241243,3241301,3241277,-,TSS,KH.C5.455,KH.C5.455.v1.A.nonSL3-1
KhC2,1697404,1697447,1697439,+,intergenic,KH.C2.576,KH.C2.576.v1.A.ND1-1
KhC9,3996511,3996519,3996519,+,TSS,KH.C9.810,KH.C9.810.v1.A.nonSL2-1
KhL90,48995,49047,49003,-,5UTR,KH.L90.11,KH.L90.11.v1.B.ND1-1
KhC3,6651983,6651983,6651983,-,intergenic,KH.C3.69,KH.C3.69.v1.A.ND3-1
KhC1,4514234,4514296,4514286,-,intergenic,KH.C1.196,KH.C1.196.v1.A.ND2-1
KhS1336,3298,3315,3298,-,5UTR,KH.S1336.1,KH.S1336.1.v1.B.SL1-1
KhL24,68442,68510,68486,-,intergenic,KH.L24.16,KH.L24.16.v1.A.ND1-1
KhC3,4466389,4466397,4466393,+,intron,KH.C3.30,KH.C3.30.v3.A.ND3-2
KhL170,115970,116125,116078,+,TSS,KH.L170.13,KH.L170.13.v1.A.nonSL4-1
KhC4,2337579,2337610,2337581,+,intergenic,KH.C4.134,KH.C4.134.v1.A.ND1-1
KhC3,5933692,5933769,5933708,-,intergenic,KH.C3.554,KH.C3.554.v1.C.ND1-1
KhC4,2860351,2860410,2860352,-,intergenic,KH.C4.105,KH.C4.105.v2.A.nonSL3-1
KhC4,4232678,4232735,4232703,+,TSS,KH.C4.208,KH.C4.208.v1.A.ND2-1
KhC1,1421591,1421626,1421624,-,intergenic,KH.C1.936,KH.C1.936.v1.A.nonSL2-1
KhL123,66846,66846,66846,+,TSS,KH.L123.1,KH.L123.1.v1.A.nonSL2-1
KhL18,634130,634137,634130,-,TSS,KH.L18.94,KH.L18.94.v1.A.nonSL5-1
KhL44,84903,84903,84903,+,TSS,KH.L44.10,KH.L44.10.v2.A.nonSL5-1
KhC6,1358447,1358478,1358472,+,TSS,KH.C6.220,KH.C6.220.v1.C.ND1-1
KhC3,5667384,5667406,5667392,-,TSS,KH.C3.917,KH.C3.917.v1.A.nonSL4-1
KhC11,2696563,2696573,2696571,-,intergenic,KH.C11.57,KH.C11.57.v1.C.ND1-1
KhC4,3180942,3181017,3180942,+,TAS,KH.C4.602,KH.C4.602.v1.A.SL1-1
KhC9,4228374,4228465,4228421,+,5UTR,KH.C9.543,KH.C9.543.v2.A.SL1-1
KhC9,1056684,1056733,1056684,+,intergenic,KH.C9.740,KH.C9.740.v1.C.nonSL3-1
KhL90,40870,40881,40873,-,intergenic,KH.L90.10,KH.L90.10.v1.A.ND1-1
KhL173,4377,4434,4434,+,TSS,KH.L173.4,KH.L173.4.v1.A.nonSL5-1
KhC5,2489503,2489579,2489508,+,intergenic,KH.C5.80,KH.C5.80.v1.A.nonSL2-1
KhC1,2810702,2810710,2810709,-,TSS,KH.C1.296,KH.C1.296.v1.A.nonSL6-2
KhS1810,2340,2344,2340,+,intergenic,No_transcripts,No_transcripts
KhL101,16674,16767,16703,-,TSS,KH.L101.1,KH.L101.1.v3.A.nonSL6-1
KhC3,4037913,4037963,4037963,+,intergenic,KH.C3.520,KH.C3.520.v1.A.ND1-1
KhL168,40432,40521,40520,+,intron,KH.L168.2,KH.L168.2.v1.A.SL1-3
KhC6,1839107,1839110,1839110,-,intron,KH.C6.133,KH.C6.133.v3.A.SL4-1
KhC2,1827100,1827139,1827115,+,TSS,KH.C2.821,KH.C2.821.v1.A.nonSL10-1
KhL84,122894,122965,122939,-,TSS,KH.L84.6,KH.L84.6.v1.A.nonSL3-1
KhC3,6552147,6552147,6552147,-,intergenic,KH.C3.662,KH.C3.662.v2.B.ND2-2
KhC3,5997167,5997252,5997189,+,TSS,KH.C3.624,KH.C3.624.v1.A.nonSL4-1
KhC9,2357819,2357825,2357819,-,TSS,KH.C9.627,KH.C9.627.v1.B.nonSL3-1
KhL50,124848,124848,124848,+,intergenic,KH.L50.3,KH.L50.3.v1.A.ND1-1
KhC10,4478290,4478331,4478290,+,TSS,KH.C10.329,KH.C10.329.v1.A.nonSL3-1
KhS1022,5112,5204,5112,+,TSS,KH.S1022.1,KH.S1022.1.v1.A.ND1-1
KhL56,40333,40335,40333,-,intergenic,KH.L56.5,KH.L56.5.v1.A.nonSL2-1
KhL147,36771,36793,36793,-,TSS,KH.L147.34,KH.L147.34.v1.A.nonSL2-1
KhC9,2180117,2180117,2180117,-,TSS,KH.C9.803,KH.C9.803.v1.B.nonSL3-1
KhL89,13244,13308,13275,-,intergenic,KH.L89.3,KH.L89.3.v1.A.nonSL3-1
KhC7,2335740,2335740,2335740,-,intergenic,KH.C7.79,KH.C7.79.v1.B.ND1-1
KhL50,16082,16097,16097,-,intergenic,KH.L50.8,KH.L50.8.v1.A.ND1-1
KhC3,1506601,1506605,1506605,-,intergenic,KH.C3.674,KH.C3.674.v1.A.ND1-1
KhS966,7569,7606,7575,+,intergenic,KH.S966.7,KH.S966.7.v1.A.nonSL3-1
KhC14,4174669,4174674,4174672,+,TSS,KH.C14.219,KH.C14.219.v1.A.nonSL3-1
KhC5,3246242,3246307,3246297,-,TSS,KH.C5.243,KH.C5.243.v1.A.nonSL7-1
KhC8,6366084,6366090,6366087,+,intergenic,KH.C8.321,KH.C8.321.v1.A.nonSL5-1
KhC1,8543735,8543735,8543735,+,TSS,KH.C1.69,KH.C1.69.v1.A.ND1-1
KhC6,711127,711139,711132,+,TSS,KH.C6.195,KH.C6.195.v1.A.nonSL2-1
KhS988,12121,12160,12149,-,TSS,KH.S988.2,KH.S988.2.v1.A.nonSL5-1
KhC8,4693715,4693718,4693716,-,5UTR,KH.C8.760,KH.C8.760.v1.A.ND1-1
KhS1227,766,854,854,-,intergenic,No_transcripts,No_transcripts
KhC7,4675901,4675901,4675901,+,TSS,KH.C7.401,KH.C7.401.v1.A.nonSL2-1
KhL57,13452,13470,13466,-,TSS,KH.L57.32,KH.L57.32.v1.A.nonSL3-1
KhC14,4479132,4479196,4479168,+,TSS,KH.C14.460,KH.C14.460.v1.A.nonSL13-1
KhC6,1049252,1049258,1049255,-,intergenic,KH.C6.122,KH.C6.122.v1.A.ND2-1
KhC1,3215455,3215469,3215455,+,TSS,KH.C1.17,KH.C1.17.v2.A.ND2-1
KhC9,2869982,2870017,2870005,+,TSS,KH.C9.756,KH.C9.756.v1.A.nonSL2-1
KhS761,17955,18024,17987,+,5UTR,KH.S761.8,KH.S761.8.v1.A.nonSL6-1
KhL126,6881,6948,6891,-,TSS,KH.L126.13,KH.L126.13.v1.A.nonSL6-1
KhC6,1819952,1819987,1819987,-,TSS,KH.C6.223,KH.C6.223.v1.A.ND2-1
KhS164,39100,39180,39180,-,TSS,KH.S164.30,KH.S164.30.v1.A.nonSL5-1
KhL141,429918,429919,429919,-,intron,KH.L141.68,KH.L141.68.v1.A.nonSL1-1
KhL18,207227,207230,207227,+,intron,KH.L18.77,KH.L18.77.v2.A.SL1-1
KhC1,8998529,8998529,8998529,-,intron,KH.C1.1147,KH.C1.1147.v1.A.SL1-1
KhL71,19425,19447,19428,+,TSS,KH.L71.13,KH.L71.13.v1.A.nonSL6-1
KhC5,147294,147365,147325,-,TSS,KH.C5.419,KH.C5.419.v1.A.nonSL3-1
KhL132,70312,70361,70345,-,5UTR,KH.L132.6,KH.L132.6.v1.A.nonSL2-1
KhS534,35781,35781,35781,+,TSS,KH.S534.3,KH.S534.3.v1.A.nonSL7-1
KhC2,584967,584967,584967,-,TSS,KH.C2.577,KH.C2.577.v1.A.nonSL1-1
KhC9,4768621,4768622,4768622,-,intergenic,KH.C9.501,KH.C9.501.v1.A.ND2-1
KhC2,6038792,6038809,6038799,+,intergenic,KH.C2.474,KH.C2.474.v1.B.ND1-1
KhC12,204145,204192,204145,+,TSS,KH.C12.370,KH.C12.370.v1.A.nonSL6-1
KhL9,51533,51581,51544,-,TSS,KH.L9.20,KH.L9.20.v1.A.nonSL3-1
KhC2,5434369,5434415,5434394,+,TSS,KH.C2.728,KH.C2.728.v1.A.nonSL7-1
KhL153,427470,427470,427470,-,TSS,KH.L153.65,KH.L153.65.v1.A.nonSL2-1
KhL87,439958,439986,439986,+,intron,KH.L87.29,KH.L87.29.v1.A.ND1-1
KhC7,1946335,1946387,1946364,-,TAS,KH.C7.282,KH.C7.282.v1.C.SL2-1
KhC13,1059908,1059908,1059908,-,TSS,KH.C13.6,KH.C13.6.v1.A.nonSL4-1
KhL95,54286,54286,54286,-,TSS,KH.L95.1,KH.L95.1.v1.A.nonSL3-1
KhC2,4604786,4604913,4604807,+,TSS,KH.C2.781,KH.C2.781.v1.A.nonSL3-1
KhC2,7325129,7325131,7325129,-,intergenic,KH.C2.1152,KH.C2.1152.v1.A.ND1-1
KhL57,33580,33580,33580,-,TSS,KH.L57.31,KH.L57.31.v1.A.nonSL2-1
KhC2,7747072,7747080,7747080,-,TSS,KH.C2.950,KH.C2.950.v1.A.ND1-1
KhC8,3013233,3013239,3013236,-,TSS,KH.C8.322,KH.C8.322.v1.A.nonSL1-1
KhC14,3036386,3036445,3036407,-,TSS,KH.C14.423,KH.C14.423.v1.A.nonSL13-1
KhC9,4676805,4676853,4676838,+,TSS,KH.C9.177,KH.C9.177.v1.A.nonSL2-1
KhC10,3681414,3681416,3681416,-,TSS,KH.C10.302,KH.C10.302.v1.A.ND1-1
KhC9,4616191,4616193,4616193,-,TSS,KH.C9.782,KH.C9.782.v1.A.nonSL8-1
KhL114,22257,22267,22261,+,intergenic,KH.L114.4,KH.L114.4.v1.C.ND1-1
KhC3,1656723,1656755,1656750,+,TSS,KH.C3.606,KH.C3.606.v2.C.ND2-1
KhC8,2366376,2366381,2366379,+,TSS,KH.C8.163,KH.C8.163.v3.A.nonSL12-2
KhC8,5868393,5868458,5868416,-,TSS,KH.C8.845,KH.C8.845.v1.A.ND1-1
KhS615,10742,10833,10803,+,TSS,KH.S615.4,KH.S615.4.v1.A.nonSL6-1
KhC3,4538172,4538173,4538173,+,TSS,KH.C3.726,KH.C3.726.v1.A.nonSL2-1
KhC7,5036752,5036778,5036777,+,TSS,KH.C7.226,KH.C7.226.v1.A.nonSL3-1
KhC11,3184973,3185005,3184987,+,TSS,KH.C11.354,KH.C11.354.v1.A.ND1-1
KhC13,146459,146512,146489,-,TSS,KH.C13.62,KH.C13.62.v1.A.nonSL4-1
KhC8,6251254,6251280,6251254,-,TSS,KH.C8.609,KH.C8.609.v1.A.nonSL5-1
KhC2,3178542,3178544,3178542,+,TSS,KH.C2.341,KH.C2.341.v1.A.nonSL3-1
KhL172,97142,97156,97152,-,intergenic,KH.L172.7,KH.L172.7.v1.C.ND1-1
KhL96,52029,52032,52029,-,TSS,KH.L96.81,KH.L96.81.v1.A.nonSL6-1
KhC14,1705440,1705478,1705472,-,TSS,KH.C14.614,KH.C14.614.v1.A.nonSL2-1
KhL97,79132,79183,79164,+,intergenic,KH.L97.13,KH.L97.13.v1.A.ND2-1
KhC1,5113632,5113632,5113632,+,intergenic,KH.C1.123,KH.C1.123.v2.A.ND1-1
KhL107,31397,31402,31399,-,intergenic,KH.L107.3,KH.L107.3.v1.A.ND1-1
KhC14,3423937,3423939,3423937,+,TSS,KH.C14.51,KH.C14.51.v1.B.ND2-1
KhC9,1142854,1142854,1142854,-,intron,KH.C9.721,KH.C9.721.v1.A.SL2-1
KhL22,425817,425965,425899,+,TSS,KH.L22.32,KH.L22.32.v1.A.nonSL3-1
KhC1,2570497,2570531,2570497,-,intron,KH.C1.865,KH.C1.865.v2.A.nonSL6-1
KhC9,5943935,5943977,5943971,+,intron,KH.C9.182,KH.C9.182.v3.A.SL1-1
KhL8,195381,195391,195381,+,TSS,KH.L8.1,KH.L8.1.v2.A.nonSL6-1
KhL116,25101,25162,25146,+,TSS,KH.L116.9,KH.L116.9.v1.A.nonSL8-1
KhC2,2812475,2812527,2812486,+,TSS,KH.C2.149,KH.C2.149.v1.A.nonSL2-1
KhS390,60453,60463,60455,+,5UTR,KH.S390.2,KH.S390.2.v1.A.SL10-1
KhC12,5100723,5100779,5100774,-,intron,KH.C12.555,KH.C12.555.v1.A.SL2-1
